filename,shape,operation,a,b,c,d,e,f,g,h,i,j,k,l,hue,sat,val,rot_x,rot_y,rot_z,pos_x,pos_y,pos_z
shape_35.png,11,0,0,2.257934,0,0,-0.1832768,0,2.104449,0,0,0,0,0,0.1431729,1,1,43.92201,242.5681,91.15291,-0.01794636,-0.01794636,-0.01794636
shape_36.png,26,0,9.333059,0,0,0,0,0,0,0,0,0,0,0,0.1610378,1,1,61.86168,326.9499,125.1068,-0.2360517,-0.2360517,-0.2360517
shape_37.png,6,0,0.1167719,0.1460759,3.311063,0,0,0,0,0,0,0,0,0,0.5575127,1,1,299.0729,241.6058,331.8268,0.4304387,0.4304387,0.4304387
shape_38.png,2,0,3.030337,0,0,0,0,0,0,0,0,0,0,0,0.8792052,1,1,344.0815,340.4664,355.4989,0.7496569,0.7496569,0.7496569
shape_39.png,11,0,0,2.2463,0,0,-1.218587,0,1.815107,0,0,0,0,0,0.8992312,1,1,299.9294,286.7334,275.7849,-0.3596431,-0.3596431,-0.3596431
shape_40.png,13,0,1.043044,0,0,0,0,0,0,0,0,0,0,0,0.1618823,1,1,12.75576,230.7388,325.6242,0.3888001,0.3888001,0.3888001
shape_41.png,11,0,0,1.035361,0,0,-0.05371857,0,2.820997,0,0,0,0,0,0.300849,1,1,34.78013,120.2804,131.836,0.2689914,0.2689914,0.2689914
shape_42.png,23,0,3.947031,4.313841,2.475607,0,0,0,0,0,0,0,0,0,0.4848348,1,1,31.44449,308.8117,116.5005,0.004701972,0.004701972,0.004701972
shape_43.png,23,0,3.471266,2.780434,4.682021,0,0,0,0,0,0,0,0,0,0.486525,1,1,35.40226,147.0862,183.5278,0.4568541,0.4568541,0.4568541
shape_44.png,13,0,2.634139,0,0,0,0,0,0,0,0,0,0,0,0.5441661,1,1,351.409,33.79029,53.76231,-0.4150048,-0.4150048,-0.4150048
shape_45.png,22,0,2.557657,1.541671,3.251638,0,0,0,0,0,0,0,0,0,0.4404172,1,1,77.67284,231.3056,224.51,0.6159656,0.6159656,0.6159656
shape_46.png,14,0,2.283634,0.5066867,0,0,0,0,0,0,0,0,0,0,0.422583,1,1,25.08672,145.3087,91.9491,0.3009779,0.3009779,0.3009779
shape_47.png,9,0,3.621748,2.302241,0,0,0,0,0,0,0,0,0,0,0.2374037,1,1,285.2929,266.6305,340.8619,-0.6298518,-0.6298518,-0.6298518
shape_48.png,1,0,2.537204,3.94427,3.308714,0,0,0,0,0,0,0,0,0,0.2314635,1,1,341.8686,292.8902,339.3665,-0.9601269,-0.9601269,-0.9601269
shape_49.png,1,0,2.540483,1.201921,3.713472,0,0,0,0,0,0,0,0,0,0.373088,1,1,293.2022,283.9115,39.07425,-0.6060719,-0.6060719,-0.6060719
shape_50.png,5,0,1.552351,2.103212,0.9518802,0,0,0,0,0,0,0,0,0,0.9510968,1,1,297.1609,69.38982,265.6657,0.9322467,0.9322467,0.9322467
shape_51.png,3,0,3.609947,0.5943043,0,0,0,0,0,0,0,0,0,0,0.9828722,1,1,326.3166,86.5143,217.6012,-0.4083768,-0.4083768,-0.4083768
shape_52.png,6,0,0.1954633,0.1513049,3.096778,0,0,0,0,0,0,0,0,0,0.8273878,1,1,5.035114,224.3976,122.1341,-0.1547481,-0.1547481,-0.1547481
shape_53.png,2,0,3.752903,0,0,0,0,0,0,0,0,0,0,0,0.446483,1,1,45.08866,348.8447,139.4027,0.4267344,0.4267344,0.4267344
shape_54.png,11,0,0,2.23861,0,0,-1.073098,0,1.68474,0,0,0,0,0,0.4779759,1,1,341.3534,127.4994,136.1368,-0.2059251,-0.2059251,-0.2059251
shape_55.png,22,0,2.70874,1.007176,5.000933,0,0,0,0,0,0,0,0,0,0.4389874,1,1,323.9104,106.8689,299.0638,-0.04053581,-0.04053581,-0.04053581
shape_56.png,26,0,3.764134,0,0,0,0,0,0,0,0,0,0,0,0.9423707,1,1,5.268939,90.22134,198.08,-0.8434846,-0.8434846,-0.8434846
shape_57.png,6,0,0.1927127,0.1099812,3.206469,0,0,0,0,0,0,0,0,0,0.1878541,1,1,347.666,190.7403,337.8318,0.7830224,0.7830224,0.7830224
shape_58.png,6,0,0.132177,0.1357744,3.685462,0,0,0,0,0,0,0,0,0,0.3382137,1,1,45.96215,19.5036,10.15693,0.4960212,0.4960212,0.4960212
shape_59.png,23,0,4.866201,2.417611,4.422659,0,0,0,0,0,0,0,0,0,0.792299,1,1,1.777851,216.7568,24.06298,0.2184197,0.2184197,0.2184197
shape_60.png,14,0,1.431018,1.959121,0,0,0,0,0,0,0,0,0,0,0.564905,1,1,354.3755,187.9095,96.62388,-0.8246343,-0.8246343,-0.8246343
shape_61.png,10,0,3.530161,2.697859,0,0,0,0,0,0,0,0,0,0,0.1039671,1,1,47.29369,62.18818,190.3764,-0.8782938,-0.8782938,-0.8782938
shape_62.png,14,0,2.470978,0.4116467,0,0,0,0,0,0,0,0,0,0,0.5548063,1,1,73.73972,145.2822,283.1252,0.434541,0.434541,0.434541
shape_63.png,13,0,2.491815,0,0,0,0,0,0,0,0,0,0,0,0.07435406,1,1,4.587057,289.4081,246.945,-0.4197599,-0.4197599,-0.4197599
shape_64.png,13,0,2.714564,0,0,0,0,0,0,0,0,0,0,0,0.08166374,1,1,77.21881,84.33483,328.2474,-0.2699786,-0.2699786,-0.2699786
shape_65.png,23,0,4.985758,3.506743,3.508881,0,0,0,0,0,0,0,0,0,0.9020788,1,1,12.52962,280.8346,52.60189,-0.8665152,-0.8665152,-0.8665152
shape_66.png,3,0,2.715481,1.247479,0,0,0,0,0,0,0,0,0,0,0.7682648,1,1,295.9765,237.7679,81.23218,0.1976177,0.1976177,0.1976177
shape_67.png,1,0,1.492802,4.705323,2.360132,0,0,0,0,0,0,0,0,0,0.5284198,1,1,315.5397,53.53917,200.7471,-0.9942062,-0.9942062,-0.9942062
shape_68.png,14,0,2.456478,1.062744,0,0,0,0,0,0,0,0,0,0,0.3065863,1,1,328.1806,280.6081,22.31505,0.2520466,0.2520466,0.2520466
shape_69.png,2,0,2.572899,0,0,0,0,0,0,0,0,0,0,0,0.424913,1,1,47.627,72.87617,312.4361,-0.1076802,-0.1076802,-0.1076802
shape_70.png,22,0,2.725095,0.6092026,3.847341,0,0,0,0,0,0,0,0,0,0.613462,1,1,5.328266,307.3331,87.79441,0.3642943,0.3642943,0.3642943
shape_71.png,22,0,2.854538,2.137333,5.306664,0,0,0,0,0,0,0,0,0,0.6918938,1,1,350.7964,261.5972,258.3105,0.2847724,0.2847724,0.2847724
shape_72.png,14,0,2.449434,1.325102,0,0,0,0,0,0,0,0,0,0,0.5710002,1,1,25.8168,92.80949,96.65105,-0.3819586,-0.3819586,-0.3819586
shape_73.png,14,0,2.111687,0.5249669,0,0,0,0,0,0,0,0,0,0,0.99557,1,1,28.90681,109.3337,236.3221,-0.9371576,-0.9371576,-0.9371576
shape_74.png,5,0,1.968732,1.435818,0.9990664,0,0,0,0,0,0,0,0,0,0.7108033,1,1,45.16706,271.2186,277.9684,0.723295,0.723295,0.723295
shape_75.png,13,0,2.334317,0,0,0,0,0,0,0,0,0,0,0,0.394669,1,1,71.76351,234.5607,119.7043,0.6753042,0.6753042,0.6753042
shape_76.png,10,0,2.346376,1.457002,0,0,0,0,0,0,0,0,0,0,0.3440812,1,1,21.2151,234.0385,196.9473,0.9154451,0.9154451,0.9154451
shape_77.png,5,0,1.553767,2.346191,0.4764403,0,0,0,0,0,0,0,0,0,0.4424631,1,1,330.4275,0.1486223,81.44142,0.7838769,0.7838769,0.7838769
shape_78.png,2,0,2.770046,0,0,0,0,0,0,0,0,0,0,0,0.919534,1,1,359.7219,100.9581,327.4221,-0.8208013,-0.8208013,-0.8208013
shape_79.png,9,0,3.662922,1.443315,0,0,0,0,0,0,0,0,0,0,0.4739121,1,1,342.1407,22.22611,253.2737,0.7759018,0.7759018,0.7759018
shape_80.png,9,0,2.32805,0.5017813,0,0,0,0,0,0,0,0,0,0,0.03127027,1,1,43.93843,42.42384,287.3321,-0.8877881,-0.8877881,-0.8877881
shape_81.png,25,0,2.073285,0,0,0,0,0,0,0,0,0,0,0,0.1968283,1,1,315.021,15.52804,263.3751,-0.8268499,-0.8268499,-0.8268499
shape_82.png,10,0,2.887109,2.260311,0,0,0,0,0,0,0,0,0,0,0.5191204,1,1,68.2033,136.0191,69.38196,0.9410319,0.9410319,0.9410319
shape_83.png,26,0,4.159113,0,0,0,0,0,0,0,0,0,0,0,0.5171401,1,1,70.21291,67.39605,337.787,-0.4774204,-0.4774204,-0.4774204
shape_84.png,5,0,1.219645,2.367206,0.9381219,0,0,0,0,0,0,0,0,0,0.8714797,1,1,66.23283,297.4863,190.8978,-0.2950245,-0.2950245,-0.2950245
shape_85.png,5,0,1.76024,1.595476,0.3033237,0,0,0,0,0,0,0,0,0,0.7338352,1,1,353.2909,206.5443,99.24264,-0.4537574,-0.4537574,-0.4537574
shape_86.png,3,0,1.652677,1.488359,0,0,0,0,0,0,0,0,0,0,0.6019478,1,1,51.47654,30.00218,216.4013,0.6771328,0.6771328,0.6771328
shape_87.png,9,0,4.325409,1.567484,0,0,0,0,0,0,0,0,0,0,0.03616238,1,1,0.2132834,289.3882,264.9871,0.07016957,0.07016957,0.07016957
shape_88.png,9,0,3.890069,1.715196,0,0,0,0,0,0,0,0,0,0,0.5647278,1,1,357.7838,106.1505,212.4492,0.06502426,0.06502426,0.06502426
shape_89.png,15,0,1.043775,0.2646253,1.331626,0,0,0,0,0,0,0,0,0,0.7162026,1,1,76.70665,166.4435,113.0774,0.784986,0.784986,0.784986
shape_90.png,2,0,2.573772,0,0,0,0,0,0,0,0,0,0,0,0.6853397,1,1,296.9711,201.579,219.1424,-0.9901369,-0.9901369,-0.9901369
shape_91.png,13,0,2.964782,0,0,0,0,0,0,0,0,0,0,0,0.4255584,1,1,11.31687,108.6055,57.40307,0.06436503,0.06436503,0.06436503
shape_92.png,9,0,4.472777,1.23517,0,0,0,0,0,0,0,0,0,0,0.2434649,1,1,308.6587,195.7216,221.6896,0.1604804,0.1604804,0.1604804
shape_93.png,22,0,1.296764,0.7152115,4.36794,0,0,0,0,0,0,0,0,0,0.875683,1,1,27.23311,257.4999,274.1822,-0.8947039,-0.8947039,-0.8947039
shape_94.png,14,0,1.130462,0.7337453,0,0,0,0,0,0,0,0,0,0,0.4941512,1,1,349.6646,158.1062,56.67368,-0.7816558,-0.7816558,-0.7816558
shape_95.png,14,0,1.88212,0.6087732,0,0,0,0,0,0,0,0,0,0,0.2085103,1,1,355.4593,311.0764,114.91,0.6348448,0.6348448,0.6348448
shape_96.png,1,0,1.156788,3.832522,3.25901,0,0,0,0,0,0,0,0,0,0.9028271,1,1,286.5992,259.2763,4.717901,-0.1510514,-0.1510514,-0.1510514
shape_97.png,14,0,2.064364,0.7587051,0,0,0,0,0,0,0,0,0,0,0.6898392,1,1,322.7136,65.22251,45.68968,-0.7772133,-0.7772133,-0.7772133
shape_98.png,11,0,0,1.79254,0,0,-1.051968,0,2.536432,0,0,0,0,0,0.3607722,1,1,0.8879064,283.5788,190.5595,-0.7994199,-0.7994199,-0.7994199
shape_99.png,26,0,6.996235,0,0,0,0,0,0,0,0,0,0,0,0.4782106,1,1,43.41798,278.2312,13.4056,0.1282016,0.1282016,0.1282016
shape_100.png,23,0,2.122269,4.930333,3.226422,0,0,0,0,0,0,0,0,0,0.6659998,1,1,314.1724,228.2074,121.7147,-0.110051,-0.110051,-0.110051
shape_101.png,17,0,1.140084,3.072174,3.91731,0.4131919,0,0,0,0,0,0,0,0,0.5606071,1,1,38.39342,201.799,2.394935,-0.1164693,-0.1164693,-0.1164693
shape_102.png,6,0,0.1874723,0.127404,3.665926,0,0,0,0,0,0,0,0,0,0.09692004,1,1,336.2567,273.9779,238.9695,-0.5825493,-0.5825493,-0.5825493
shape_103.png,3,0,2.702494,1.228636,0,0,0,0,0,0,0,0,0,0,0.7508035,1,1,7.344383,91.46014,293.5338,0.6449594,0.6449594,0.6449594
shape_104.png,11,0,0,0.1349269,0,0,-1.957708,0,1.31723,0,0,0,0,0,0.4302262,1,1,298.7784,168.4485,303.631,0.06031263,0.06031263,0.06031263
shape_105.png,14,0,2.38181,1.461332,0,0,0,0,0,0,0,0,0,0,0.5175852,1,1,315.9221,44.69749,253.1351,0.6473105,0.6473105,0.6473105
shape_106.png,0,0,2.032344,3.32344,0,0,0,0,0,0,0,0,0,0,0.6733146,1,1,305.8965,219.2112,62.21292,0.6323082,0.6323082,0.6323082
shape_107.png,9,0,3.977033,2.140839,0,0,0,0,0,0,0,0,0,0,0.4323207,1,1,334.788,122.941,189.4854,0.4283955,0.4283955,0.4283955
shape_108.png,5,0,1.265587,1.478612,0.562067,0,0,0,0,0,0,0,0,0,0.5959162,1,1,342.4085,272.1006,256.6746,0.6976657,0.6976657,0.6976657
shape_109.png,17,0,2.114845,2.232779,1.626016,0.6313717,0,0,0,0,0,0,0,0,0.9513572,1,1,32.24739,32.50915,282.4243,0.2767932,0.2767932,0.2767932
shape_110.png,1,0,2.97306,2.617594,1.061576,0,0,0,0,0,0,0,0,0,0.3924592,1,1,29.06438,14.73407,257.0043,-0.752573,-0.752573,-0.752573
shape_111.png,6,0,0.1928677,0.1220555,3.445763,0,0,0,0,0,0,0,0,0,0.7871373,1,1,339.9236,348.133,327.7183,-0.5628428,-0.5628428,-0.5628428
shape_112.png,15,0,2.153754,0.9824592,1.099384,0,0,0,0,0,0,0,0,0,0.3536314,1,1,29.22499,294.7716,72.96167,-0.544143,-0.544143,-0.544143
shape_113.png,14,0,1.053636,0.2556827,0,0,0,0,0,0,0,0,0,0,0.6139948,1,1,59.93917,357.6883,160.3622,0.1444319,0.1444319,0.1444319
shape_114.png,2,0,2.989497,0,0,0,0,0,0,0,0,0,0,0,0.3218495,1,1,305.7191,212.8064,45.57719,0.7142429,0.7142429,0.7142429
shape_115.png,11,0,0,1.367685,0,0,-1.215972,0,1.723469,0,0,0,0,0,0.9931434,1,1,21.07439,265.4982,291.7739,0.7157171,0.7157171,0.7157171
shape_116.png,6,0,0.1363449,0.1675061,3.633708,0,0,0,0,0,0,0,0,0,0.9812301,1,1,81.75741,262.0455,352.9525,-0.06864917,-0.06864917,-0.06864917
shape_117.png,10,0,4.998221,1.523951,0,0,0,0,0,0,0,0,0,0,0.5543366,1,1,315.098,58.65401,9.670733,-0.1493951,-0.1493951,-0.1493951
shape_118.png,1,0,1.811121,4.504178,2.053456,0,0,0,0,0,0,0,0,0,0.5345032,1,1,51.22421,149.9257,112.2858,-0.7568195,-0.7568195,-0.7568195
shape_119.png,6,0,0.1957452,0.1443844,3.069036,0,0,0,0,0,0,0,0,0,0.1709608,1,1,284.5587,210.0636,84.84527,0.6183512,0.6183512,0.6183512
shape_120.png,26,0,11.32384,0,0,0,0,0,0,0,0,0,0,0,0.1932987,1,1,285.9075,44.4845,355.0063,0.5294678,0.5294678,0.5294678
shape_121.png,17,0,2.619061,2.576372,1.591623,0.6527484,0,0,0,0,0,0,0,0,0.5968387,1,1,42.55795,88.72725,201.989,0.650423,0.650423,0.650423
shape_122.png,1,0,2.478947,3.257377,2.922054,0,0,0,0,0,0,0,0,0,0.2070095,1,1,356.789,178.886,62.0597,0.2666077,0.2666077,0.2666077
shape_123.png,22,0,1.513986,2.344914,4.519259,0,0,0,0,0,0,0,0,0,0.703413,1,1,303.2362,353.9612,272.2017,-0.8672092,-0.8672092,-0.8672092
shape_124.png,0,0,2.495837,3.281174,0,0,0,0,0,0,0,0,0,0,0.9242592,1,1,320.6537,77.8933,216.0494,0.3595047,0.3595047,0.3595047
shape_125.png,13,0,2.105076,0,0,0,0,0,0,0,0,0,0,0,0.108197,1,1,313.5986,87.64415,202.2198,0.4219343,0.4219343,0.4219343
shape_126.png,6,0,0.1834998,0.1834268,2.400859,0,0,0,0,0,0,0,0,0,0.7869647,1,1,357.407,102.9736,22.24698,-0.1111625,-0.1111625,-0.1111625
shape_127.png,14,0,2.23564,0.2820649,0,0,0,0,0,0,0,0,0,0,0.6976017,1,1,59.60758,136.3301,140.5398,0.9924748,0.9924748,0.9924748
shape_128.png,15,0,1.665844,0.2491657,2.2163,0,0,0,0,0,0,0,0,0,0.2231173,1,1,4.927636,90.06866,170.5323,0.6230202,0.6230202,0.6230202
shape_129.png,26,0,8.326055,0,0,0,0,0,0,0,0,0,0,0,0.8766572,1,1,79.2214,114.0894,307.9263,0.8928797,0.8928797,0.8928797
shape_130.png,0,0,2.008453,2.410553,0,0,0,0,0,0,0,0,0,0,0.1302381,1,1,71.83569,44.34457,130.4275,-0.404951,-0.404951,-0.404951
shape_131.png,0,0,2.462418,1.632722,0,0,0,0,0,0,0,0,0,0,0.1010812,1,1,35.67738,81.67184,113.5848,-0.1858855,-0.1858855,-0.1858855
shape_132.png,1,0,1.717448,1.468109,1.097858,0,0,0,0,0,0,0,0,0,0.5292919,1,1,78.31315,67.91332,58.17801,-0.4604534,-0.4604534,-0.4604534
shape_133.png,17,0,2.71756,2.362183,3.940314,0.4516885,0,0,0,0,0,0,0,0,0.955497,1,1,306.3047,46.0485,280.6015,0.4703922,0.4703922,0.4703922
shape_134.png,6,0,0.1301056,0.18196,2.126398,0,0,0,0,0,0,0,0,0,0.1823771,1,1,44.77076,305.5206,196.9126,0.3994896,0.3994896,0.3994896
shape_135.png,22,0,1.867889,1.987923,5.540679,0,0,0,0,0,0,0,0,0,0.2659993,1,1,316.9472,248.435,196.3131,-0.05356085,-0.05356085,-0.05356085
shape_136.png,5,0,1.002839,1.49932,0.9155018,0,0,0,0,0,0,0,0,0,0.5889166,1,1,339.5013,341.4875,338.3301,-0.05311525,-0.05311525,-0.05311525
shape_137.png,25,0,3.639238,0,0,0,0,0,0,0,0,0,0,0,0.6463103,1,1,2.644037,84.33558,212.9768,0.8340678,0.8340678,0.8340678
shape_138.png,2,0,3.605361,0,0,0,0,0,0,0,0,0,0,0,0.0295496,1,1,49.64967,9.435084,92.0735,-0.665983,-0.665983,-0.665983
shape_139.png,23,0,2.110827,4.844501,3.731476,0,0,0,0,0,0,0,0,0,0.6258761,1,1,353.7989,356.2244,167.5976,0.927984,0.927984,0.927984
shape_140.png,14,0,2.495254,1.169011,0,0,0,0,0,0,0,0,0,0,0.6208357,1,1,356.075,131.1332,122.0451,0.6616547,0.6616547,0.6616547
shape_141.png,0,0,1.889321,3.310558,0,0,0,0,0,0,0,0,0,0,0.6356489,1,1,276.1012,5.4397,224.016,0.1756042,0.1756042,0.1756042
shape_142.png,25,0,3.258092,0,0,0,0,0,0,0,0,0,0,0,0.1271525,1,1,327.4621,101.6186,238.2738,-0.2786225,-0.2786225,-0.2786225
shape_143.png,26,0,3.217516,0,0,0,0,0,0,0,0,0,0,0,0.8061996,1,1,52.00898,72.01566,249.7751,-0.1922926,-0.1922926,-0.1922926
shape_144.png,25,0,4.789724,0,0,0,0,0,0,0,0,0,0,0,0.9389255,1,1,277.7694,189.3588,281.4496,-0.0259639,-0.0259639,-0.0259639
shape_145.png,6,0,0.1724798,0.1493834,3.092321,0,0,0,0,0,0,0,0,0,0.6094932,1,1,10.87048,334.774,331.6339,-0.9146707,-0.9146707,-0.9146707
shape_146.png,10,0,4.850581,2.731667,0,0,0,0,0,0,0,0,0,0,0.6250454,1,1,315.7326,347.1566,114.8685,-0.2260393,-0.2260393,-0.2260393
shape_147.png,26,0,5.738794,0,0,0,0,0,0,0,0,0,0,0,0.1388689,1,1,357.0022,224.1459,116.1135,0.00431931,0.00431931,0.00431931
shape_148.png,11,0,0,0.3069828,0,0,-1.444875,0,2.34968,0,0,0,0,0,0.8329145,1,1,24.66001,111.9677,65.07324,0.03561532,0.03561532,0.03561532
shape_149.png,9,0,4.12435,1.343182,0,0,0,0,0,0,0,0,0,0,0.7915847,1,1,281.3134,108.3985,317.6487,-0.3643645,-0.3643645,-0.3643645
shape_150.png,13,0,2.111338,0,0,0,0,0,0,0,0,0,0,0,0.8857276,1,1,347.3721,120.337,178.9925,-0.5561533,-0.5561533,-0.5561533
shape_151.png,11,0,0,0.8162182,0,0,-1.404347,0,2.178316,0,0,0,0,0,0.2082121,1,1,333.6705,354.246,95.13592,-0.8074157,-0.8074157,-0.8074157
shape_152.png,9,0,4.494046,1.882913,0,0,0,0,0,0,0,0,0,0,0.9810904,1,1,30.44942,316.4268,269.9315,0.6566303,0.6566303,0.6566303
shape_153.png,6,0,0.1732893,0.1375867,3.040234,0,0,0,0,0,0,0,0,0,0.1324248,1,1,8.551634,26.76743,69.76933,-0.6246705,-0.6246705,-0.6246705
shape_154.png,15,0,1.225982,1.448042,1.008638,0,0,0,0,0,0,0,0,0,0.635127,1,1,34.01686,104.8836,16.29939,0.3896284,0.3896284,0.3896284
shape_155.png,5,0,1.996597,2.999037,0.7782152,0,0,0,0,0,0,0,0,0,0.05946578,1,1,84.50581,77.6323,43.8179,0.7850626,0.7850626,0.7850626
shape_156.png,25,0,3.813762,0,0,0,0,0,0,0,0,0,0,0,0.01613009,1,1,316.122,111.8961,243.9932,-0.2620882,-0.2620882,-0.2620882
shape_157.png,14,0,1.312706,1.473492,0,0,0,0,0,0,0,0,0,0,0.8733947,1,1,346.0579,229.1243,142.4709,0.02252734,0.02252734,0.02252734
shape_158.png,0,0,1.060292,1.141832,0,0,0,0,0,0,0,0,0,0,0.9898626,1,1,23.52664,50.04337,270.5291,-0.2055401,-0.2055401,-0.2055401
shape_159.png,6,0,0.1914721,0.113456,3.363804,0,0,0,0,0,0,0,0,0,0.4975194,1,1,48.76828,138.0325,183.2051,-0.4917482,-0.4917482,-0.4917482
